fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,alcohol,type,pHValue,taste
6.5,0.19,0.1,1.3,0.046,23.0,107.0,0.9937,0.45,10.0,white,quite acidic,bad
7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,0.43,10.4,white,very acidic,bad
8.3,0.4,0.38,1.1,0.038,15.0,75.0,0.9934,0.43,9.2,white,very acidic,bad
6.1,0.37,0.36,4.7,0.035,36.0,116.0,0.991,0.62,12.6,white,quite acidic,normal
7.3,0.24,0.34,7.5,0.048,29.0,152.0,0.9962,0.54,9.0,white,very acidic,bad
6.9,0.21,0.81,1.1,0.137,52.0,123.0,0.9932,0.39,9.2,white,very acidic,normal
7.6,0.29,0.42,1.3,0.035,18.0,86.0,0.9908,0.39,11.3,white,extremly acidic,bad
9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,0.69,10.3,white,very acidic,bad
7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,0.43,10.4,white,very acidic,bad
8.6,0.26,0.41,2.2,0.049,29.0,111.0,0.9941,0.44,10.0,white,extremly acidic,bad
7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,0.47,10.7,white,midly acidic,normal
7.2,0.51,0.24,10.0,0.093,35.0,197.0,0.9981,0.47,9.0,white,midly acidic,bad
7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,0.47,10.7,white,midly acidic,normal
5.3,0.3,0.2,1.1,0.077,48.0,166.0,0.9944,0.54,8.7,white,quite acidic,bad
8.0,0.26,0.36,2.0,0.054,30.0,121.0,0.992,0.72,11.6,white,very acidic,good
7.0,0.21,0.28,7.5,0.07,45.0,185.0,0.9966,0.55,9.4,white,quite acidic,bad
6.7,0.26,0.26,4.0,0.079,35.5,216.0,0.9956,0.68,9.5,white,quite acidic,bad
6.7,0.26,0.26,4.1,0.073,36.0,202.0,0.9956,0.67,9.5,white,quite acidic,bad
8.1,0.26,0.37,1.9,0.072,48.0,159.0,0.9949,0.7,10.9,white,quite acidic,normal
8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,0.5,9.7,white,quite acidic,bad
6.4,0.3,0.51,5.5,0.048,62.0,172.0,0.9942,0.45,9.1,white,very acidic,normal
7.5,0.19,0.34,2.6,0.037,33.0,125.0,0.9923,0.49,11.1,white,very acidic,good
8.8,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,0.4,12.6,white,extremly acidic,good
6.9,0.2,0.36,1.5,0.031,38.0,147.0,0.9931,0.56,11.0,white,quite acidic,normal
8.0,0.37,0.32,1.6,0.04,32.0,166.0,0.992,0.55,11.3,white,very acidic,good
8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,0.5,9.7,white,quite acidic,bad
8.2,0.29,0.33,9.1,0.036,28.0,118.0,0.9953,0.4,10.9,white,extremly acidic,good
7.7,0.34,0.3,8.0,0.048,25.0,192.0,0.9951,0.47,10.9,white,extremly acidic,bad
6.2,0.55,0.45,12.0,0.049,27.0,186.0,0.9974,0.5,9.3,white,very acidic,normal
6.4,0.4,0.19,3.2,0.033,28.0,124.0,0.9904,0.54,12.7,white,quite acidic,good
7.5,0.28,0.33,7.7,0.048,42.0,180.0,0.9974,0.59,10.1,white,quite acidic,normal
7.8,0.26,0.44,1.3,0.037,43.0,132.0,0.9944,0.65,10.0,white,very acidic,bad
6.5,0.26,0.34,16.3,0.051,56.0,197.0,1.0004,0.42,9.8,white,midly acidic,bad
6.3,0.34,0.29,6.2,0.046,29.0,227.0,0.9952,0.53,10.1,white,quite acidic,normal
6.8,0.15,0.33,4.7,0.059,31.0,118.0,0.9956,0.39,9.0,white,midly acidic,good
6.3,0.27,0.25,5.8,0.038,52.0,155.0,0.995,0.38,9.4,white,quite acidic,normal
6.3,0.27,0.25,5.8,0.038,52.0,155.0,0.995,0.38,9.4,white,quite acidic,normal
7.4,0.2,0.37,16.95,0.048,43.0,190.0,0.9995,0.42,9.2,white,very acidic,normal
6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,0.33,10.1,white,quite acidic,good
7.3,0.31,0.69,10.2,0.041,58.0,160.0,0.9977,0.45,8.6,white,very acidic,bad
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,0.49,11.2,white,midly acidic,good
7.0,0.24,0.32,1.3,0.037,39.0,123.0,0.992,0.42,11.2,white,very acidic,good
7.4,0.2,0.37,16.95,0.048,43.0,190.0,0.9995,0.42,9.2,white,very acidic,normal
7.0,0.17,0.33,4.0,0.034,17.0,127.0,0.9934,0.39,10.6,white,very acidic,good
8.3,0.21,0.58,17.1,0.049,62.0,213.0,1.0006,0.51,9.3,white,very acidic,normal
7.2,0.21,0.35,14.5,0.048,35.0,178.0,0.9982,0.47,8.9,white,very acidic,normal
7.1,0.21,0.4,1.2,0.069,24.0,156.0,0.9928,0.43,10.6,white,midly acidic,normal
8.4,0.17,0.31,6.7,0.038,29.0,132.0,0.9945,0.32,10.6,white,very acidic,good
7.4,0.24,0.31,8.4,0.045,52.0,183.0,0.9963,0.32,8.8,white,very acidic,bad
5.3,0.24,0.33,1.3,0.033,25.0,97.0,0.9906,0.38,11.0,white,midly acidic,good
6.5,0.28,0.26,8.8,0.04,44.0,139.0,0.9956,0.37,10.2,white,quite acidic,normal
6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,0.33,10.1,white,quite acidic,good
6.5,0.29,0.25,10.6,0.039,32.0,120.0,0.9962,0.34,10.1,white,quite acidic,normal
5.8,0.29,0.21,2.6,0.025,12.0,120.0,0.9894,0.79,14.0,white,quite acidic,good
6.3,0.27,0.25,5.8,0.038,52.0,155.0,0.995,0.38,9.4,white,quite acidic,normal
6.3,0.17,0.42,2.8,0.028,45.0,107.0,0.9908,0.43,11.8,white,quite acidic,normal
6.3,0.16,0.4,1.6,0.033,59.0,148.0,0.9914,0.53,11.4,white,midly acidic,bad
7.9,0.29,0.39,6.7,0.036,6.0,117.0,0.9938,0.42,10.7,white,very acidic,bad
7.3,0.31,0.69,10.2,0.041,58.0,160.0,0.9977,0.45,8.6,white,very acidic,bad
5.5,0.32,0.45,4.9,0.028,25.0,191.0,0.9922,0.49,11.5,white,midly acidic,good
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,0.49,11.2,white,midly acidic,good
7.2,0.37,0.15,2.0,0.029,27.0,87.0,0.9903,0.59,12.6,white,quite acidic,good
6.1,0.29,0.27,1.7,0.024,13.0,76.0,0.9893,0.51,12.6,white,quite acidic,good
9.2,0.22,0.4,2.4,0.054,18.0,151.0,0.9952,0.46,9.3,white,very acidic,bad
7.2,0.37,0.15,2.0,0.029,27.0,87.0,0.9903,0.59,12.6,white,quite acidic,good
8.0,0.18,0.37,1.3,0.04,15.0,96.0,0.9912,0.61,12.1,white,very acidic,normal
6.5,0.22,0.34,12.0,0.053,55.0,177.0,0.9983,0.44,9.9,white,midly acidic,normal
7.4,0.18,0.4,1.6,0.047,22.0,102.0,0.9937,0.44,10.7,white,quite acidic,bad
6.5,0.52,0.17,1.4,0.047,5.0,26.0,0.9932,0.32,10.0,white,quite acidic,bad
7.0,0.15,0.38,2.2,0.047,33.0,96.0,0.9928,0.39,10.4,white,very acidic,good
5.9,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,0.52,10.5,white,quite acidic,bad
8.1,0.45,0.34,8.3,0.037,33.0,216.0,0.9976,0.64,9.7,white,quite acidic,bad
5.8,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,0.52,10.5,white,quite acidic,bad
6.4,0.5,0.16,12.9,0.042,26.0,138.0,0.9974,0.33,9.0,white,quite acidic,bad
6.7,0.105,0.32,12.4,0.051,34.0,106.0,0.998,0.45,9.2,white,midly acidic,normal
6.0,0.4,0.3,1.6,0.047,30.0,117.0,0.9931,0.48,10.1,white,very acidic,normal
6.6,0.25,0.39,1.45,0.04,40.0,89.0,0.9911,0.4,11.4,white,quite acidic,good
9.8,0.36,0.45,1.6,0.042,11.0,124.0,0.9944,0.46,10.8,white,extremly acidic,bad
9.6,0.23,0.4,1.5,0.044,19.0,135.0,0.9937,0.49,10.9,white,extremly acidic,bad
6.3,0.55,0.45,13.0,0.047,33.0,182.0,0.9974,0.46,9.2,white,quite acidic,normal
6.5,0.115,0.29,1.95,0.038,73.0,166.0,0.989,0.25,12.9,white,very acidic,good
6.4,0.125,0.29,5.85,0.042,24.0,99.0,0.992,0.32,12.0,white,quite acidic,good
5.7,0.1,0.27,1.3,0.047,21.0,100.0,0.9928,0.46,9.5,white,quite acidic,bad
7.9,0.25,0.29,5.3,0.031,33.0,117.0,0.9918,0.32,11.8,white,very acidic,good
6.9,0.2,0.28,1.2,0.048,36.0,159.0,0.9936,0.43,9.1,white,very acidic,normal
6.9,0.23,0.34,4.0,0.047,24.0,128.0,0.9944,0.52,9.7,white,quite acidic,normal
6.8,0.39,0.31,14.35,0.043,28.0,162.0,0.9988,0.54,9.1,white,very acidic,bad
8.7,0.22,0.42,2.3,0.053,27.0,114.0,0.994,0.43,10.0,white,extremly acidic,bad
7.4,0.41,0.34,4.7,0.042,19.0,127.0,0.9953,0.42,10.4,white,quite acidic,bad
6.7,0.25,0.34,12.85,0.048,30.0,161.0,0.9986,0.47,9.5,white,midly acidic,normal
6.0,0.26,0.42,5.2,0.027,70.0,178.0,0.9914,0.4,12.3,white,midly acidic,good
6.1,0.31,0.37,8.4,0.031,70.0,170.0,0.9934,0.4,11.7,white,midly acidic,good
9.2,0.28,0.46,3.2,0.058,39.0,133.0,0.996,0.58,9.5,white,very acidic,bad
9.0,0.31,0.49,6.9,0.034,26.0,91.0,0.9937,0.34,11.5,white,extremly acidic,bad
8.5,0.16,0.33,1.0,0.076,17.0,57.0,0.9921,0.46,10.6,white,very acidic,normal
9.3,0.34,0.49,7.3,0.052,30.0,146.0,0.998,0.61,10.2,white,very acidic,bad
9.2,0.28,0.46,3.2,0.058,39.0,133.0,0.996,0.58,9.5,white,very acidic,bad
7.2,0.24,0.3,1.6,0.048,27.0,131.0,0.9933,0.45,10.5,white,quite acidic,bad
7.2,0.25,0.32,1.5,0.047,27.0,132.0,0.9933,0.44,10.5,white,quite acidic,bad
6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,0.41,8.9,white,very acidic,bad
9.1,0.27,0.32,1.1,0.031,15.0,151.0,0.9936,0.41,10.6,white,very acidic,bad
8.9,0.34,0.32,1.3,0.041,12.0,188.0,0.9953,0.49,9.5,white,very acidic,bad
7.0,0.17,0.37,5.7,0.025,29.0,111.0,0.9938,0.49,10.8,white,quite acidic,normal
6.7,0.25,0.23,7.2,0.038,61.0,220.0,0.9952,0.35,9.5,white,very acidic,bad
6.9,0.32,0.17,7.6,0.042,69.0,219.0,0.9959,0.4,8.9,white,very acidic,bad
6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,0.41,8.9,white,very acidic,bad
6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,0.38,9.4,white,quite acidic,bad
5.3,0.395,0.07,1.3,0.035,26.0,102.0,0.992,0.35,10.6,white,midly acidic,normal
7.9,0.16,0.3,4.8,0.037,37.0,171.0,0.9967,0.44,9.0,white,midly acidic,bad
7.6,0.33,0.36,2.1,0.034,26.0,172.0,0.9944,0.48,10.5,white,midly acidic,bad
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,0.38,9.0,white,very acidic,normal
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,0.38,9.0,white,very acidic,normal
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,0.38,9.4,white,quite acidic,normal
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,0.38,9.0,white,very acidic,normal
7.5,0.14,0.34,1.3,0.055,50.0,153.0,0.9945,0.8,9.6,white,quite acidic,normal
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,0.38,9.0,white,very acidic,normal
6.6,0.25,0.41,7.4,0.043,29.0,151.0,0.9946,0.6,10.2,white,very acidic,good
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,0.38,9.4,white,quite acidic,normal
8.2,0.23,0.49,0.9,0.057,15.0,73.0,0.9928,0.38,10.4,white,very acidic,normal
6.0,0.24,0.32,6.3,0.03,34.0,129.0,0.9946,0.41,10.4,white,midly acidic,bad
6.1,0.45,0.27,0.8,0.039,13.0,82.0,0.9927,0.32,9.5,white,quite acidic,bad
7.4,0.23,0.43,1.4,0.044,22.0,113.0,0.9938,0.62,10.6,white,quite acidic,normal
7.2,0.2,0.38,1.0,0.037,21.0,74.0,0.9918,0.37,11.0,white,quite acidic,bad
7.5,0.14,0.34,1.3,0.055,50.0,153.0,0.9945,0.8,9.6,white,quite acidic,normal
7.7,0.25,0.43,4.5,0.062,20.0,115.0,0.9966,0.5,9.9,white,quite acidic,normal
8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,0.34,9.6,white,very acidic,bad
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,0.7,12.8,white,very acidic,normal
7.4,0.22,0.33,2.0,0.045,31.0,101.0,0.9931,0.55,11.4,white,midly acidic,bad
7.2,0.26,0.26,12.7,0.036,49.0,214.0,0.9986,0.5,10.0,white,midly acidic,normal
6.4,0.25,0.41,8.6,0.042,57.0,173.0,0.9965,0.44,9.1,white,very acidic,bad
6.3,0.32,0.35,11.1,0.039,29.0,198.0,0.9984,0.5,9.4,white,quite acidic,good
6.8,0.25,0.29,2.0,0.042,19.0,189.0,0.9952,0.54,10.2,white,midly acidic,normal
9.8,0.44,0.4,2.8,0.036,35.0,167.0,0.9956,0.39,9.2,white,extremly acidic,bad
7.2,0.2,0.25,4.5,0.044,31.0,109.0,0.9949,0.36,9.4,white,quite acidic,bad
8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,0.34,9.6,white,very acidic,bad
7.5,0.42,0.45,9.1,0.029,20.0,125.0,0.996,0.36,10.1,white,very acidic,normal
7.4,0.22,0.33,2.0,0.045,31.0,101.0,0.9931,0.55,11.4,white,midly acidic,bad
6.4,0.26,0.3,2.2,0.025,33.0,134.0,0.992,0.47,10.6,white,quite acidic,normal
7.9,0.46,0.32,4.1,0.033,40.0,138.0,0.9912,0.44,12.8,white,very acidic,good
6.5,0.41,0.64,11.8,0.065,65.0,225.0,0.9978,0.51,8.9,white,very acidic,bad
7.5,0.32,0.37,1.2,0.048,22.0,184.0,0.9938,0.43,9.3,white,very acidic,bad
6.6,0.21,0.38,2.2,0.026,40.0,104.0,0.9914,0.4,11.1,white,quite acidic,good
7.1,0.21,0.3,1.4,0.037,45.0,143.0,0.9932,0.33,9.9,white,very acidic,normal
7.6,0.26,0.47,1.6,0.068,5.0,55.0,0.9944,0.45,9.6,white,very acidic,bad
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,0.7,12.8,white,very acidic,normal
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,0.72,10.7,white,very acidic,good
7.1,0.26,0.32,14.45,0.074,29.0,107.0,0.998,0.42,9.2,white,extremly acidic,normal
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,0.41,9.1,white,quite acidic,good
6.2,0.37,0.22,8.3,0.025,36.0,216.0,0.9964,0.6,9.6,white,quite acidic,normal
7.9,0.22,0.45,14.2,0.038,53.0,141.0,0.9992,0.46,9.2,white,very acidic,normal
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,0.72,10.7,white,very acidic,good
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,0.41,9.1,white,quite acidic,good
7.1,0.26,0.32,14.45,0.074,29.0,107.0,0.998,0.42,9.2,white,extremly acidic,normal
7.4,0.25,0.37,6.9,0.02,14.0,93.0,0.9939,0.48,10.7,white,very acidic,good
6.8,0.18,0.37,1.5,0.027,37.0,93.0,0.992,0.45,10.8,white,quite acidic,normal
7.0,0.17,0.37,1.5,0.028,26.0,75.0,0.9922,0.46,10.8,white,quite acidic,good
6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.9955,0.37,9.0,white,very acidic,bad
5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,0.44,10.7,white,midly acidic,normal
5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,0.44,10.7,white,midly acidic,normal
8.9,0.33,0.32,1.5,0.047,11.0,200.0,0.9954,0.46,9.4,white,very acidic,bad
7.0,0.26,0.46,15.55,0.037,61.0,171.0,0.9986,0.35,8.8,white,extremly acidic,normal
6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.9955,0.37,9.0,white,very acidic,bad
6.3,0.21,0.4,1.7,0.031,48.0,134.0,0.9917,0.49,11.5,white,midly acidic,normal
8.0,0.23,0.46,1.5,0.03,30.0,125.0,0.9907,0.47,12.5,white,quite acidic,normal
9.2,0.28,0.41,1.0,0.042,14.0,59.0,0.9922,0.25,10.5,white,extremly acidic,normal
7.3,0.27,0.39,6.7,0.064,28.0,188.0,0.9958,0.3,9.7,white,quite acidic,bad
7.6,0.32,0.36,1.6,0.04,32.0,155.0,0.993,0.52,11.3,white,quite acidic,normal
5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,0.44,10.7,white,midly acidic,normal
9.7,0.24,0.45,1.2,0.033,11.0,59.0,0.9926,0.47,10.8,white,extremly acidic,normal
8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,0.43,10.6,white,very acidic,bad
8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,0.32,11.7,white,very acidic,good
8.0,0.61,0.38,12.1,0.301,24.0,220.0,0.9993,0.48,9.2,white,extremly acidic,bad
7.2,0.26,0.44,7.1,0.027,25.0,126.0,0.993,0.34,11.1,white,very acidic,good
8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,0.32,11.7,white,very acidic,good
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,0.44,11.0,white,quite acidic,normal
5.9,0.4,0.32,6.0,0.034,50.0,127.0,0.992,0.58,12.5,white,midly acidic,good
7.6,0.28,0.39,1.2,0.038,21.0,115.0,0.994,0.67,10.0,white,very acidic,normal
8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,0.43,10.6,white,very acidic,bad
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,0.54,12.3,white,quite acidic,good
6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,0.53,12.7,white,very acidic,normal
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,0.54,12.3,white,quite acidic,good
6.9,0.18,0.38,6.5,0.039,20.0,110.0,0.9943,0.42,10.5,white,very acidic,bad
9.4,0.26,0.53,1.2,0.047,25.0,109.0,0.9921,0.28,12.5,white,quite acidic,normal
8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,0.32,12.4,white,quite acidic,bad
7.3,0.29,0.3,13.0,0.043,46.0,238.0,0.9986,0.41,8.7,white,very acidic,normal
7.9,0.41,0.37,4.5,0.03,40.0,114.0,0.992,0.54,12.4,white,very acidic,good
7.9,0.44,0.37,5.85,0.033,27.0,93.0,0.992,0.54,12.6,white,very acidic,good
7.7,0.39,0.3,5.2,0.037,29.0,131.0,0.9943,0.44,11.0,white,quite acidic,normal
7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,0.5,10.1,white,midly acidic,normal
7.8,0.32,0.31,1.7,0.036,46.0,195.0,0.993,0.48,10.5,white,very acidic,bad
6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,0.53,12.7,white,very acidic,normal
7.3,0.24,0.39,3.6,0.024,35.0,116.0,0.9928,0.51,10.9,white,very acidic,bad
7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,0.43,13.5,white,very acidic,good
10.3,0.25,0.48,2.2,0.042,28.0,164.0,0.998,0.59,9.7,white,very acidic,bad
7.9,0.14,0.28,1.8,0.041,44.0,178.0,0.9954,0.43,9.2,white,midly acidic,normal
7.4,0.18,0.42,2.1,0.036,33.0,187.0,0.9938,0.41,10.6,white,midly acidic,good
8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,0.39,13.3,white,extremly acidic,good
7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,0.43,13.5,white,very acidic,good
6.4,0.26,0.22,5.1,0.037,23.0,131.0,0.9944,0.32,10.1,white,quite acidic,bad
8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,0.68,9.4,white,extremly acidic,bad
8.0,0.2,0.4,5.2,0.055,41.0,167.0,0.9953,0.4,10.6,white,very acidic,good
7.2,0.21,0.34,1.1,0.046,25.0,80.0,0.992,0.4,11.3,white,quite acidic,normal
7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,0.4,10.8,white,quite acidic,good
8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.9981,0.51,10.4,white,very acidic,bad
5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,0.51,10.5,white,lightly acidic,good
5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,0.42,9.3,white,very acidic,bad
5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,0.42,9.3,white,very acidic,normal
7.3,0.25,0.41,1.8,0.037,52.0,165.0,0.9911,0.39,12.2,white,quite acidic,good
7.0,0.16,0.73,1.0,0.138,58.0,150.0,0.9936,0.3,9.2,white,very acidic,bad
6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,0.57,10.3,white,lightly acidic,normal
7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,0.62,9.4,white,quite acidic,normal
6.4,0.17,0.27,6.7,0.036,88.0,223.0,0.9948,0.35,10.2,white,quite acidic,normal
6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.9955,0.39,9.0,white,very acidic,normal
6.2,0.21,0.38,6.8,0.036,64.0,245.0,0.9951,0.36,9.3,white,very acidic,normal
6.4,0.23,0.3,7.1,0.037,63.0,236.0,0.9952,0.34,9.2,white,very acidic,normal
7.3,0.19,0.68,1.5,0.05,31.0,156.0,0.9946,0.64,9.4,white,quite acidic,normal
7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,0.62,9.4,white,quite acidic,normal
9.6,0.29,0.46,1.45,0.039,77.5,223.0,0.9944,0.46,9.5,white,extremly acidic,normal
7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.9938,0.39,9.9,white,midly acidic,bad
6.9,0.31,0.34,7.4,0.059,36.0,174.0,0.9963,0.62,11.1,white,midly acidic,good
7.5,0.28,0.34,4.2,0.028,36.0,116.0,0.991,0.41,12.3,white,extremly acidic,good
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,0.69,8.6,white,quite acidic,good
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,0.35,9.4,white,very acidic,bad
8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,0.58,9.4,white,very acidic,normal
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,0.69,8.6,white,quite acidic,good
8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,0.42,10.9,white,quite acidic,bad
7.0,0.39,0.31,5.3,0.169,32.0,162.0,0.9965,0.48,9.4,white,quite acidic,bad
8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,0.42,10.9,white,quite acidic,bad
8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,0.58,9.4,white,very acidic,normal
6.2,0.22,0.27,1.5,0.064,20.0,132.0,0.9938,0.46,9.2,white,quite acidic,normal
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,0.69,8.6,white,quite acidic,good
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,0.35,9.4,white,very acidic,bad
7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.9942,0.37,10.8,white,quite acidic,normal
6.6,0.27,0.3,1.9,0.025,14.0,153.0,0.9928,0.62,10.5,white,quite acidic,normal
7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,0.78,12.5,white,very acidic,normal
7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,0.48,12.1,white,extremly acidic,good
7.4,0.31,0.74,10.7,0.039,51.0,147.0,0.9977,0.43,8.7,white,very acidic,bad
8.0,0.45,0.36,8.8,0.026,50.0,151.0,0.9927,0.25,12.7,white,very acidic,good
7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,0.48,12.1,white,extremly acidic,good
7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,0.78,12.5,white,very acidic,normal
6.6,0.16,0.29,1.8,0.05,40.0,147.0,0.9912,0.44,11.4,white,very acidic,good
8.3,0.21,0.4,1.6,0.032,35.0,110.0,0.9907,0.6,12.9,white,very acidic,good
7.2,0.32,0.33,1.4,0.029,29.0,109.0,0.9902,0.51,12.8,white,very acidic,good
6.6,0.16,0.3,1.6,0.034,15.0,78.0,0.992,0.44,11.2,white,quite acidic,normal
8.4,0.16,0.33,1.5,0.033,16.0,98.0,0.994,0.42,9.7,white,very acidic,normal
7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,0.56,9.7,white,very acidic,normal
6.2,0.17,0.3,1.1,0.037,14.0,79.0,0.993,0.54,10.3,white,midly acidic,normal
6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.993,0.87,11.6,white,very acidic,bad
6.9,0.41,0.22,4.2,0.031,10.0,102.0,0.993,0.86,11.6,white,very acidic,bad
7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,0.56,9.7,white,very acidic,normal
7.5,0.38,0.33,5.0,0.045,30.0,131.0,0.9942,0.44,10.9,white,quite acidic,normal
7.3,0.42,0.38,6.8,0.045,29.0,122.0,0.9925,0.37,12.6,white,very acidic,good
7.3,0.34,0.39,5.2,0.04,45.0,163.0,0.9925,0.47,12.4,white,quite acidic,normal
7.8,0.23,0.28,4.75,0.042,45.0,166.0,0.9928,0.4,11.5,white,extremly acidic,bad
9.0,0.245,0.38,5.9,0.045,52.0,159.0,0.995,0.35,10.2,white,extremly acidic,normal
6.9,0.2,0.4,7.7,0.032,51.0,176.0,0.9939,0.27,11.4,white,quite acidic,bad
7.4,0.19,0.42,6.4,0.067,39.0,212.0,0.9958,0.33,9.6,white,quite acidic,normal
8.2,0.2,0.36,8.1,0.035,60.0,163.0,0.9952,0.3,10.3,white,very acidic,normal
8.0,0.59,0.71,17.35,0.038,61.0,228.0,1.0,0.75,9.3,white,extremly acidic,bad
7.9,0.14,0.45,1.8,0.05,17.0,114.0,0.9948,0.49,10.7,white,quite acidic,good
6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99,0.49,12.8,white,very acidic,good
9.7,0.14,0.59,1.5,0.049,23.0,142.0,0.9958,0.62,9.5,white,extremly acidic,bad
9.2,0.15,0.68,1.6,0.046,22.0,130.0,0.9948,0.45,10.4,white,very acidic,normal
9.4,0.17,0.55,1.6,0.049,14.0,94.0,0.9949,0.61,10.3,white,very acidic,normal
5.2,0.365,0.08,13.5,0.041,37.0,142.0,0.997,0.39,9.9,white,midly acidic,normal
6.3,0.23,0.22,3.75,0.039,37.0,116.0,0.9927,0.5,10.7,white,quite acidic,normal
9.6,0.25,0.54,1.3,0.04,16.0,160.0,0.9938,0.43,10.5,white,extremly acidic,bad
9.2,0.32,0.42,1.3,0.046,14.0,186.0,0.9949,0.48,9.6,white,very acidic,bad
6.4,0.31,0.4,6.2,0.04,46.0,169.0,0.9953,0.46,9.3,white,very acidic,normal
8.1,0.2,0.36,9.7,0.044,63.0,162.0,0.997,0.46,10.0,white,very acidic,normal
7.9,0.255,0.26,2.0,0.026,40.0,190.0,0.9932,0.39,11.2,white,very acidic,normal
